,age,job,marital,education,smoker,monthlyincome,houseowner,loan,contact,mod_,monthlyhouseholdincome,target_buy
2168,40,services,married,secondary,no,6836.0,yes,no,cellphone,750.0,7233.0,yes
2169,29,entrepreneur,single,secondary,no,5404.0,no,no,cellphone,413.0,6156.0,no
2170,52,management,divorced,Graduate,no,5907.0,yes,no,unknown,104.0,6399.0,no
2171,26,technician,married,secondary,no,5018.0,yes,yes,cellphone,138.0,6003.0,no
2172,31,blue-collar,single,primary,no,4505.0,yes,no,unknown,334.0,5496.0,no
2173,55,services,married,unknown,no,6210.0,yes,no,unknown,868.0,7074.0,no
2174,35,services,married,secondary,no,5819.0,yes,no,telephone,102.0,6461.0,no
2175,56,management,divorced,Graduate,no,5442.0,no,no,unknown,77.0,5897.0,no
2176,28,blue-collar,single,secondary,no,4954.0,yes,no,cellphone,199.0,4969.0,yes
2177,27,student,single,secondary,no,5671.0,yes,no,unknown,332.0,6025.0,no
2178,30,technician,married,secondary,no,5371.0,no,no,cellphone,124.0,6279.0,no
2179,51,technician,married,Graduate,no,4997.0,no,no,cellphone,91.0,5163.0,no
2180,33,management,married,secondary,no,5011.0,yes,no,cellphone,104.0,5627.0,no
2181,32,blue-collar,single,secondary,no,5033.0,yes,no,cellphone,125.0,5359.0,no
2182,43,entrepreneur,married,secondary,no,5104.0,yes,no,cellphone,635.0,6001.0,yes
2183,46,blue-collar,married,primary,no,5174.0,no,yes,cellphone,90.0,5541.0,no
2184,32,management,married,Graduate,no,8107.0,yes,yes,cellphone,310.0,8478.0,no
2185,40,services,married,secondary,no,6438.0,yes,no,cellphone,207.0,7312.0,no
2186,39,blue-collar,married,secondary,no,6367.0,no,no,unknown,43.0,6614.0,no
2187,51,blue-collar,married,primary,no,4989.0,no,no,telephone,126.0,5769.0,no
2188,46,admin.,single,secondary,no,6693.0,yes,no,cellphone,137.0,7200.0,no
2189,43,blue-collar,married,primary,no,5778.0,yes,yes,unknown,284.0,5792.0,no
2190,36,technician,married,Graduate,no,5837.0,no,no,cellphone,68.0,6183.0,no
2191,48,management,married,Graduate,no,5363.0,no,no,cellphone,67.0,5920.0,no
2192,26,admin.,single,secondary,no,5236.0,yes,yes,cellphone,8.0,5439.0,no
2193,39,admin.,single,unknown,no,5000.0,yes,no,cellphone,62.0,5314.0,no
2194,47,management,married,Graduate,no,4950.0,no,yes,cellphone,175.0,5835.0,no
2195,23,entrepreneur,single,primary,no,5004.0,yes,no,unknown,395.0,5153.0,yes
2196,54,management,divorced,Graduate,no,31306.0,yes,no,cellphone,27.0,31885.0,no
2197,38,admin.,married,secondary,no,5046.0,yes,yes,unknown,195.0,5810.0,no
2198,33,technician,married,secondary,no,5575.0,no,yes,cellphone,254.0,6387.0,no
2199,35,admin.,divorced,secondary,no,5148.0,no,yes,cellphone,199.0,5166.0,no
2200,52,services,married,secondary,no,5431.0,no,no,cellphone,73.0,5909.0,no
2201,25,technician,single,Graduate,no,5777.0,yes,no,unknown,351.0,6741.0,no
2202,29,management,married,Graduate,no,5199.0,yes,yes,unknown,1689.0,5613.0,yes
2203,35,technician,single,Graduate,no,8552.0,no,no,cellphone,267.0,8671.0,no
2204,49,services,married,secondary,no,5047.0,no,no,unknown,234.0,5813.0,no
2205,41,admin.,divorced,secondary,no,8823.0,no,no,cellphone,234.0,9796.0,no
2206,32,management,married,Graduate,no,5138.0,no,no,cellphone,94.0,5638.0,no
2207,29,admin.,single,secondary,no,6117.0,yes,no,unknown,77.0,6765.0,no
2208,28,blue-collar,married,secondary,no,6325.0,yes,no,cellphone,242.0,7229.0,no
2209,59,retired,married,secondary,no,5000.0,no,no,cellphone,247.0,5569.0,no
2210,34,entrepreneur,married,Graduate,no,9343.0,no,no,unknown,85.0,9500.0,no
2211,55,management,divorced,Graduate,no,6598.0,no,no,cellphone,607.0,7127.0,no
2212,34,management,married,Graduate,no,8301.0,yes,no,cellphone,485.0,8407.0,yes
2213,24,student,single,secondary,no,5822.0,no,no,cellphone,184.0,5834.0,yes
2214,42,technician,divorced,secondary,no,4720.0,yes,no,unknown,258.0,4896.0,no
2215,34,management,single,unknown,no,6534.0,yes,no,cellphone,156.0,7239.0,no
2216,34,admin.,married,secondary,no,6671.0,no,no,unknown,160.0,7649.0,no
2217,51,self-employed,married,Graduate,no,7007.0,no,no,unknown,1021.0,7295.0,no
2218,58,blue-collar,married,primary,no,5000.0,yes,no,cellphone,5.0,5423.0,no
2219,44,technician,married,secondary,no,7776.0,yes,no,cellphone,701.0,7958.0,yes
2220,33,blue-collar,married,secondary,no,5139.0,yes,yes,cellphone,732.0,5163.0,yes
2221,34,management,married,Graduate,no,5573.0,no,no,cellphone,122.0,6159.0,no
2222,34,admin.,married,secondary,no,5475.0,yes,no,unknown,559.0,6342.0,no
2223,42,blue-collar,divorced,secondary,no,5047.0,yes,yes,unknown,141.0,6008.0,no
2224,46,management,single,Graduate,no,7154.0,yes,no,cellphone,87.0,8033.0,no
2225,31,self-employed,single,Graduate,no,5096.0,no,no,cellphone,577.0,5280.0,no
2226,39,entrepreneur,married,Graduate,no,5083.0,yes,no,cellphone,193.0,5432.0,no
2227,34,management,single,Graduate,no,11766.0,no,no,cellphone,210.0,11809.0,no
2228,47,technician,married,secondary,no,8973.0,no,no,cellphone,732.0,9209.0,no
2229,42,services,divorced,secondary,no,5372.0,yes,yes,unknown,121.0,5427.0,no
2230,48,blue-collar,single,secondary,no,4448.0,no,yes,cellphone,150.0,4863.0,no
2231,30,self-employed,single,Graduate,no,5048.0,no,no,cellphone,140.0,5370.0,no
2232,38,technician,married,secondary,no,12696.0,yes,no,cellphone,386.0,13496.0,no
2233,24,services,married,secondary,no,9500.0,yes,no,cellphone,733.0,9740.0,yes
2234,34,technician,married,secondary,no,5001.0,yes,no,cellphone,108.0,5888.0,no
2235,46,management,single,Graduate,no,5046.0,no,yes,cellphone,80.0,5120.0,no
2236,32,admin.,divorced,secondary,yes,4982.0,yes,no,unknown,155.0,5787.0,no
2237,46,services,married,secondary,no,5451.0,yes,yes,cellphone,389.0,5880.0,no
2238,26,self-employed,married,Graduate,no,5479.0,yes,no,cellphone,133.0,5944.0,no
2239,42,blue-collar,married,secondary,no,5000.0,yes,no,cellphone,328.0,5323.0,no
2240,50,technician,married,secondary,no,6130.0,yes,no,cellphone,119.0,6366.0,no
2241,41,blue-collar,married,primary,no,5389.0,yes,no,unknown,87.0,5502.0,no
2242,34,admin.,single,secondary,no,5010.0,no,yes,cellphone,162.0,5617.0,no
2243,32,services,married,secondary,no,5401.0,yes,no,unknown,294.0,5995.0,no
2244,58,housemaid,single,Graduate,no,5145.0,yes,yes,cellphone,128.0,5513.0,no
2245,45,technician,married,secondary,no,5115.0,yes,no,cellphone,108.0,5284.0,no
2246,28,admin.,single,secondary,no,5089.0,yes,yes,cellphone,172.0,5095.0,no
2247,35,technician,married,secondary,no,5094.0,yes,yes,unknown,208.0,5173.0,no
2248,39,services,married,secondary,no,6438.0,yes,no,unknown,212.0,6790.0,no
2249,49,unemployed,divorced,Graduate,no,5780.0,no,no,cellphone,148.0,6456.0,no
2250,50,management,married,Graduate,no,5207.0,yes,no,cellphone,99.0,5439.0,no
2251,37,management,married,Graduate,no,5238.0,no,no,cellphone,185.0,5981.0,yes
2252,45,blue-collar,married,primary,no,7433.0,no,no,cellphone,133.0,8138.0,no
2253,30,housemaid,single,secondary,no,6924.0,no,no,cellphone,170.0,7253.0,no
2254,48,unemployed,married,Graduate,no,4529.0,yes,no,unknown,668.0,5033.0,no
2255,36,management,single,Graduate,no,6531.0,yes,no,cellphone,81.0,7126.0,no
2256,41,management,single,secondary,no,5764.0,no,no,cellphone,230.0,5945.0,no
2257,55,blue-collar,married,secondary,no,5383.0,no,no,unknown,287.0,5898.0,no
2258,70,retired,married,primary,no,8782.0,no,no,cellphone,618.0,9551.0,no
2259,41,management,married,Graduate,no,5326.0,yes,no,cellphone,788.0,5553.0,yes
2260,47,services,divorced,secondary,no,5691.0,no,no,cellphone,285.0,6408.0,no
2261,34,technician,single,secondary,no,5000.0,no,no,cellphone,163.0,5135.0,no
2262,33,management,single,Graduate,no,5099.0,no,no,cellphone,159.0,5338.0,no
2263,58,retired,married,secondary,no,5502.0,yes,no,cellphone,197.0,6313.0,no
2264,51,management,married,Graduate,no,4985.0,no,no,cellphone,212.0,5719.0,no
2265,45,management,married,Graduate,no,6929.0,yes,no,unknown,44.0,7397.0,no
2266,55,admin.,married,secondary,no,5000.0,no,no,cellphone,180.0,5183.0,no
2267,30,blue-collar,single,primary,no,5185.0,no,no,unknown,11.0,5901.0,no
2268,33,management,single,secondary,no,4576.0,yes,no,unknown,863.0,5433.0,no
2269,27,services,single,secondary,no,5000.0,yes,no,unknown,388.0,5129.0,no
2270,59,retired,married,secondary,no,5319.0,yes,no,unknown,143.0,5970.0,no
2271,34,management,single,Graduate,no,5171.0,yes,no,cellphone,191.0,5527.0,no
2272,47,technician,divorced,Graduate,no,3852.0,yes,yes,unknown,62.0,4136.0,no
2273,44,blue-collar,married,primary,no,4989.0,yes,no,unknown,13.0,5340.0,no
2274,35,admin.,single,secondary,no,5000.0,yes,no,cellphone,1073.0,5961.0,yes
2275,45,management,married,Graduate,no,4794.0,yes,no,cellphone,337.0,5494.0,no
2276,42,blue-collar,married,primary,no,5704.0,yes,yes,telephone,88.0,6325.0,no
2277,38,technician,married,secondary,no,6931.0,no,no,cellphone,167.0,7761.0,no
2278,34,technician,single,secondary,no,5943.0,no,no,cellphone,96.0,6740.0,no
2279,35,technician,married,secondary,no,5327.0,yes,no,cellphone,537.0,5376.0,no
2280,29,management,single,secondary,no,4895.0,yes,no,unknown,5.0,5686.0,no
2281,58,retired,married,secondary,no,5983.0,no,no,cellphone,139.0,6702.0,no
2282,44,blue-collar,single,primary,no,5787.0,yes,no,unknown,570.0,6748.0,no
2283,45,entrepreneur,married,Graduate,no,5000.0,yes,no,cellphone,100.0,5039.0,no
2284,43,blue-collar,married,secondary,no,8060.0,yes,no,unknown,253.0,8523.0,no
2285,44,services,married,secondary,no,10780.0,yes,no,cellphone,525.0,11557.0,no
2286,30,technician,single,secondary,no,5790.0,no,no,cellphone,696.0,6600.0,no
2287,38,unemployed,married,Graduate,no,6449.0,no,no,unknown,535.0,7202.0,no
2288,50,technician,married,secondary,no,6412.0,no,no,cellphone,131.0,7003.0,no
2289,21,student,single,secondary,no,5681.0,no,no,unknown,6.0,5899.0,no
2290,38,entrepreneur,married,Graduate,no,5228.0,yes,no,cellphone,105.0,5358.0,no
2291,42,admin.,married,secondary,no,5000.0,no,no,unknown,370.0,5417.0,no
2292,45,technician,single,Graduate,no,7087.0,no,no,cellphone,29.0,7882.0,no
2293,34,entrepreneur,married,secondary,no,5002.0,yes,yes,cellphone,184.0,5887.0,no
2294,48,technician,married,secondary,no,5197.0,no,yes,cellphone,47.0,5892.0,no
2295,34,services,married,secondary,no,5000.0,no,yes,unknown,193.0,5391.0,no
2296,32,blue-collar,married,secondary,no,6905.0,yes,no,cellphone,709.0,7379.0,yes
2297,35,technician,married,Graduate,no,5118.0,no,no,cellphone,358.0,5874.0,no
2298,39,entrepreneur,married,Graduate,no,7644.0,yes,no,unknown,253.0,8215.0,no
2299,36,self-employed,married,Graduate,no,21430.0,yes,no,unknown,197.0,21772.0,no
2300,35,technician,married,secondary,no,5013.0,no,no,cellphone,94.0,5278.0,no
2301,57,services,divorced,secondary,no,5014.0,no,yes,cellphone,445.0,5083.0,no
2302,28,technician,single,secondary,no,5769.0,yes,no,cellphone,153.0,6214.0,no
2303,43,admin.,married,unknown,no,8485.0,no,no,unknown,113.0,8553.0,no
2304,57,management,married,secondary,no,5139.0,no,no,cellphone,80.0,5694.0,no
2305,34,services,divorced,secondary,no,5202.0,yes,no,unknown,318.0,5291.0,no
2306,36,technician,married,Graduate,no,5006.0,yes,no,cellphone,100.0,5873.0,no
2307,47,management,divorced,Graduate,no,7515.0,no,no,unknown,40.0,7650.0,no
2308,36,management,divorced,Graduate,no,10195.0,yes,no,unknown,55.0,10417.0,no
2309,33,management,married,Graduate,no,7098.0,no,no,cellphone,67.0,7574.0,no
2310,57,management,married,Graduate,no,5320.0,no,no,cellphone,76.0,6033.0,no
2311,57,management,married,Graduate,no,8431.0,yes,no,unknown,73.0,9118.0,no
2312,34,admin.,married,secondary,no,5050.0,yes,no,unknown,89.0,5633.0,no
2313,51,housemaid,divorced,Graduate,no,5370.0,yes,no,cellphone,109.0,5600.0,no
2314,54,blue-collar,divorced,primary,no,4818.0,no,no,cellphone,98.0,4951.0,no
2315,52,self-employed,single,Graduate,no,6623.0,yes,no,unknown,21.0,7013.0,no
2316,43,entrepreneur,married,Graduate,no,18342.0,yes,no,cellphone,465.0,18627.0,no
2317,58,retired,single,primary,no,11570.0,no,no,cellphone,106.0,12189.0,no
2318,53,admin.,married,secondary,no,5225.0,yes,no,cellphone,304.0,5948.0,no
2319,44,management,married,secondary,no,4335.0,no,no,cellphone,342.0,5310.0,no
2320,29,management,single,Graduate,no,5000.0,no,no,unknown,16.0,5755.0,no
2321,27,services,single,secondary,no,5054.0,yes,no,unknown,543.0,5728.0,yes
2322,35,blue-collar,married,primary,no,5046.0,no,no,cellphone,338.0,5666.0,no
2323,40,self-employed,married,secondary,no,5002.0,no,no,cellphone,197.0,5803.0,no
2324,34,blue-collar,married,secondary,no,5103.0,yes,yes,unknown,956.0,5907.0,no
2325,38,admin.,single,secondary,no,5883.0,yes,no,cellphone,95.0,6535.0,no
2326,32,services,married,secondary,no,5055.0,yes,no,unknown,546.0,5199.0,no
2327,41,admin.,married,secondary,no,13238.0,yes,yes,unknown,124.0,14177.0,no
2328,25,blue-collar,single,secondary,no,5913.0,yes,no,cellphone,113.0,5958.0,no
2329,38,blue-collar,divorced,secondary,no,5595.0,yes,no,cellphone,245.0,6058.0,no
2330,26,technician,single,secondary,no,5007.0,yes,no,cellphone,188.0,5839.0,no
2331,37,technician,single,Graduate,no,6661.0,no,no,cellphone,199.0,7035.0,no
2332,30,management,married,Graduate,no,5102.0,yes,no,cellphone,470.0,6018.0,yes
2333,36,services,married,secondary,no,5338.0,no,no,unknown,90.0,5551.0,no
2334,33,management,married,secondary,no,8132.0,yes,no,unknown,350.0,8669.0,no
2335,33,admin.,single,Graduate,no,5490.0,yes,no,cellphone,31.0,5525.0,no
2336,35,management,married,Graduate,no,7682.0,yes,no,cellphone,156.0,7979.0,no
2337,24,services,married,Graduate,no,5000.0,yes,no,unknown,299.0,5237.0,no
2338,29,unemployed,married,secondary,no,5596.0,no,no,cellphone,510.0,5607.0,no
2339,54,blue-collar,married,secondary,no,7059.0,yes,no,cellphone,177.0,7628.0,no
2340,27,admin.,married,secondary,no,5132.0,no,no,cellphone,123.0,5745.0,no
2341,34,management,married,secondary,no,5000.0,no,no,cellphone,270.0,5341.0,no
2342,39,blue-collar,married,primary,no,5385.0,yes,no,unknown,225.0,5990.0,no
2343,38,management,married,Graduate,no,5223.0,no,no,cellphone,63.0,5833.0,no
2344,37,management,married,Graduate,no,5000.0,yes,no,unknown,247.0,5174.0,no
2345,26,services,single,secondary,no,5512.0,yes,yes,cellphone,206.0,5749.0,no
2346,36,entrepreneur,married,Graduate,no,6169.0,yes,no,unknown,168.0,7080.0,no
2347,35,management,single,Graduate,no,5071.0,yes,no,unknown,836.0,5167.0,no
2348,30,management,single,Graduate,no,5940.0,no,no,cellphone,131.0,6183.0,no
2349,25,technician,single,secondary,no,4920.0,yes,yes,unknown,89.0,5613.0,no
2350,34,technician,married,secondary,no,5000.0,yes,no,cellphone,116.0,5604.0,no
2351,52,unknown,married,unknown,no,6317.0,no,no,unknown,58.0,7293.0,no
2352,39,admin.,married,secondary,no,5179.0,no,no,unknown,36.0,5670.0,no
2353,34,management,married,secondary,no,6007.0,yes,no,cellphone,240.0,6402.0,no
2354,34,management,single,secondary,no,5000.0,no,no,cellphone,132.0,5346.0,no
2355,30,services,married,secondary,no,6286.0,yes,yes,cellphone,544.0,7041.0,no
2356,33,services,married,secondary,no,5804.0,yes,yes,unknown,266.0,6297.0,no
2357,30,student,single,secondary,no,5004.0,no,no,cellphone,443.0,5786.0,no
2358,51,blue-collar,married,primary,no,5000.0,yes,no,cellphone,324.0,5373.0,no
2359,36,services,single,secondary,no,5417.0,yes,no,cellphone,15.0,6293.0,no
2360,48,blue-collar,married,primary,no,6678.0,no,no,cellphone,263.0,7354.0,no
2361,37,services,divorced,secondary,no,5532.0,yes,no,unknown,199.0,5587.0,no
2362,58,management,married,secondary,no,5407.0,yes,no,cellphone,145.0,5646.0,no
2363,56,management,divorced,Graduate,no,5659.0,no,yes,cellphone,56.0,6544.0,no
2364,34,blue-collar,married,secondary,no,5393.0,yes,no,cellphone,11.0,5577.0,no
2365,33,admin.,divorced,secondary,no,5661.0,yes,no,cellphone,411.0,6064.0,no
2366,26,services,single,secondary,no,5000.0,no,no,cellphone,165.0,5329.0,no
2367,40,management,single,unknown,no,5838.0,yes,no,unknown,619.0,6298.0,no
2368,35,services,married,secondary,no,5195.0,yes,no,cellphone,203.0,5587.0,no
2369,45,entrepreneur,married,secondary,no,5068.0,yes,no,unknown,254.0,5400.0,no
2370,37,technician,single,secondary,no,4758.0,yes,no,cellphone,1149.0,5178.0,yes
2371,35,management,divorced,Graduate,no,5321.0,yes,no,unknown,189.0,5752.0,no
2372,43,services,single,secondary,no,8403.0,yes,no,cellphone,707.0,9076.0,yes
2373,28,blue-collar,married,secondary,no,5008.0,yes,no,cellphone,196.0,5192.0,no
2374,32,blue-collar,divorced,secondary,no,5739.0,yes,no,unknown,171.0,5855.0,no
2375,26,unemployed,single,secondary,no,5622.0,no,no,cellphone,1451.0,5737.0,yes
2376,35,services,married,secondary,no,5152.0,yes,no,unknown,563.0,5915.0,yes
2377,35,technician,single,secondary,no,5002.0,no,no,cellphone,239.0,5459.0,no
2378,39,blue-collar,married,secondary,no,6439.0,yes,no,telephone,73.0,7330.0,no
2379,42,blue-collar,divorced,secondary,no,6491.0,yes,no,cellphone,203.0,6597.0,no
2380,32,technician,single,secondary,no,11402.0,yes,no,cellphone,158.0,11550.0,no
2381,30,unemployed,married,secondary,no,6210.0,no,no,cellphone,100.0,7182.0,no
2382,26,management,single,Graduate,no,5122.0,no,yes,cellphone,160.0,5359.0,no
2383,30,student,single,secondary,no,5000.0,yes,no,cellphone,661.0,5658.0,no
2384,32,management,married,Graduate,no,5062.0,yes,no,cellphone,166.0,5740.0,no
2385,47,services,married,secondary,no,8333.0,yes,yes,cellphone,114.0,8698.0,no
2386,33,technician,married,Graduate,no,21992.0,yes,no,unknown,58.0,22373.0,no
2387,57,blue-collar,married,primary,no,5023.0,yes,no,telephone,25.0,5071.0,no
2388,35,admin.,married,secondary,no,5000.0,yes,no,cellphone,121.0,5687.0,no
2389,53,technician,married,Graduate,no,11072.0,no,yes,unknown,226.0,11141.0,no
2390,24,retired,single,secondary,no,5366.0,no,yes,unknown,234.0,6343.0,no
2391,54,management,divorced,Graduate,no,5000.0,no,yes,cellphone,88.0,5593.0,no
2392,31,management,married,Graduate,no,6343.0,yes,yes,unknown,85.0,6539.0,no
2393,41,entrepreneur,married,secondary,no,7105.0,yes,no,cellphone,134.0,7138.0,no
2394,44,unknown,married,secondary,no,7319.0,no,no,cellphone,251.0,8000.0,no
2395,35,services,single,secondary,no,5035.0,yes,no,cellphone,152.0,5836.0,no
2396,30,management,married,Graduate,no,5877.0,no,no,cellphone,202.0,5989.0,no
2397,43,blue-collar,single,primary,no,5030.0,yes,no,unknown,379.0,5582.0,no
2398,51,entrepreneur,married,secondary,yes,2918.0,no,yes,cellphone,123.0,2990.0,no
2399,60,retired,married,secondary,no,5089.0,no,no,cellphone,156.0,5533.0,no
2400,43,self-employed,married,secondary,no,5104.0,no,no,unknown,332.0,6091.0,no
2401,31,management,married,Graduate,no,6750.0,yes,no,telephone,90.0,6827.0,no
2402,56,management,married,primary,no,5772.0,yes,no,telephone,291.0,6057.0,no
2403,42,technician,married,secondary,no,6048.0,yes,no,telephone,23.0,6792.0,no
2404,52,entrepreneur,married,primary,no,5592.0,no,no,cellphone,122.0,6430.0,no
2405,40,technician,married,secondary,no,5000.0,yes,yes,cellphone,105.0,5413.0,no
2406,36,services,married,secondary,no,8064.0,yes,no,telephone,1143.0,8769.0,no
2407,40,services,married,primary,no,5033.0,no,no,unknown,70.0,5236.0,no
2408,46,blue-collar,married,secondary,no,5000.0,yes,no,cellphone,264.0,5524.0,no
2409,32,admin.,single,secondary,no,6649.0,no,no,cellphone,204.0,7201.0,no
2410,31,housemaid,single,Graduate,no,5287.0,yes,no,cellphone,182.0,5380.0,no
2411,41,technician,divorced,secondary,no,5000.0,yes,no,cellphone,386.0,5324.0,no
2412,58,housemaid,married,primary,no,5419.0,no,yes,unknown,295.0,5642.0,no
2413,36,services,married,secondary,no,5257.0,yes,no,cellphone,86.0,5469.0,no
2414,52,technician,married,secondary,no,5118.0,no,no,cellphone,16.0,6066.0,no
2415,42,management,married,Graduate,no,5251.0,no,no,cellphone,413.0,5958.0,no
2416,32,management,single,Graduate,no,6731.0,yes,yes,unknown,323.0,7123.0,no
2417,62,management,married,Graduate,no,5000.0,no,no,cellphone,78.0,5777.0,no
2418,31,technician,single,Graduate,no,5023.0,no,no,cellphone,121.0,5574.0,no
2419,41,blue-collar,single,secondary,yes,4614.0,no,yes,cellphone,477.0,4879.0,yes
2420,34,self-employed,married,Graduate,no,10498.0,no,no,cellphone,265.0,10816.0,no
2421,44,management,single,Graduate,no,10063.0,no,no,cellphone,418.0,10952.0,yes
2422,42,blue-collar,married,primary,no,12041.0,yes,no,cellphone,386.0,12334.0,no
2423,37,entrepreneur,single,secondary,no,5654.0,no,no,unknown,594.0,6060.0,no
2424,47,management,married,Graduate,no,6890.0,no,no,cellphone,161.0,7025.0,no
2425,32,unemployed,married,secondary,no,7400.0,yes,yes,cellphone,450.0,8228.0,no
2426,46,blue-collar,married,secondary,no,5519.0,yes,no,cellphone,217.0,5587.0,no
2427,39,technician,single,Graduate,no,6190.0,no,no,cellphone,136.0,6360.0,no
2428,28,services,single,secondary,no,5229.0,yes,no,unknown,322.0,5638.0,no
2429,26,student,single,secondary,no,5203.0,no,no,cellphone,104.0,5656.0,no
2430,52,technician,married,secondary,no,6818.0,no,yes,cellphone,189.0,7639.0,no
2431,42,unemployed,married,secondary,no,6289.0,no,no,cellphone,250.0,6468.0,yes
2432,33,technician,divorced,Graduate,no,5039.0,no,no,cellphone,123.0,5464.0,no
2433,73,retired,married,primary,no,5796.0,no,no,cellphone,427.0,6744.0,yes
2434,35,admin.,single,secondary,no,5057.0,no,yes,cellphone,632.0,6001.0,no
2435,40,management,married,Graduate,no,6548.0,yes,no,cellphone,101.0,7090.0,no
2436,51,technician,married,secondary,no,5117.0,no,no,cellphone,467.0,5617.0,yes
2437,37,admin.,single,secondary,no,5000.0,yes,no,cellphone,640.0,5934.0,no
2438,39,management,married,Graduate,no,5691.0,yes,yes,cellphone,517.0,6118.0,no
2439,28,blue-collar,married,secondary,no,5064.0,yes,no,unknown,160.0,5509.0,no
2440,49,technician,divorced,Graduate,no,5000.0,yes,no,cellphone,177.0,5547.0,no
2441,36,admin.,married,secondary,no,5957.0,yes,no,unknown,206.0,6241.0,no
2442,45,technician,married,secondary,no,5118.0,yes,no,unknown,208.0,6021.0,no
2443,29,technician,single,Graduate,no,5218.0,yes,no,cellphone,169.0,5800.0,no
2444,35,management,married,secondary,no,5724.0,yes,no,cellphone,287.0,6390.0,yes
2445,35,housemaid,married,Graduate,no,5020.0,yes,yes,cellphone,505.0,5136.0,no
2446,30,blue-collar,married,secondary,no,4972.0,yes,no,cellphone,284.0,5929.0,no
2447,46,blue-collar,married,primary,no,5665.0,no,no,cellphone,89.0,6388.0,no
2448,25,student,single,Graduate,no,5005.0,no,no,cellphone,138.0,5188.0,no
2449,36,management,married,Graduate,no,5925.0,no,no,cellphone,321.0,6045.0,yes
2450,42,blue-collar,married,primary,no,7519.0,yes,no,unknown,262.0,7598.0,no
2451,57,admin.,married,secondary,no,8927.0,no,no,cellphone,61.0,9104.0,no
2452,42,management,divorced,Graduate,no,5401.0,yes,no,cellphone,217.0,6282.0,no
2453,29,management,married,Graduate,no,5581.0,yes,yes,cellphone,192.0,5974.0,no
2454,36,technician,married,Graduate,no,6327.0,no,no,cellphone,174.0,6598.0,no
2455,31,unemployed,married,secondary,no,8242.0,no,no,unknown,292.0,8279.0,no
2456,59,technician,married,primary,no,8163.0,yes,no,unknown,240.0,8398.0,no
2457,50,unemployed,divorced,secondary,no,5032.0,no,no,cellphone,282.0,5444.0,no
2458,47,admin.,married,secondary,no,5310.0,yes,yes,telephone,128.0,5923.0,no
2459,46,housemaid,married,primary,no,5000.0,no,no,telephone,161.0,5450.0,no
2460,26,blue-collar,single,primary,no,5155.0,yes,no,cellphone,291.0,5631.0,no
2461,31,services,single,secondary,no,16386.0,yes,no,cellphone,356.0,16703.0,no
2462,30,services,married,Graduate,no,6380.0,yes,no,unknown,294.0,6759.0,no
2463,47,blue-collar,single,unknown,no,7443.0,no,no,unknown,422.0,7713.0,no
2464,23,technician,single,Graduate,no,6129.0,yes,no,unknown,806.0,6218.0,yes
2465,44,unemployed,single,primary,no,9232.0,no,no,unknown,227.0,10174.0,no
2466,42,self-employed,married,secondary,no,10564.0,no,no,cellphone,560.0,11306.0,no
2467,32,services,single,secondary,no,4598.0,yes,no,cellphone,135.0,4860.0,no
2468,28,admin.,single,secondary,no,6323.0,yes,no,unknown,361.0,6435.0,no
2469,57,retired,married,primary,no,6623.0,yes,yes,cellphone,246.0,6744.0,no
2470,38,technician,married,Graduate,no,6042.0,yes,no,cellphone,419.0,7042.0,no
2471,22,student,single,secondary,no,7488.0,no,no,cellphone,449.0,7771.0,yes
2472,54,admin.,married,secondary,no,5865.0,yes,no,cellphone,71.0,6755.0,no
2473,32,technician,married,Graduate,no,3947.0,yes,no,cellphone,357.0,4193.0,no
2474,32,management,married,Graduate,no,6667.0,yes,no,cellphone,164.0,7465.0,no
2475,59,admin.,divorced,secondary,no,5975.0,yes,no,unknown,263.0,6001.0,no
2476,45,technician,married,secondary,no,7571.0,no,no,unknown,146.0,7788.0,no
2477,53,unknown,married,primary,no,5732.0,no,no,cellphone,759.0,6070.0,yes
2478,50,admin.,divorced,secondary,no,5769.0,no,no,cellphone,72.0,6566.0,no
2479,34,technician,married,secondary,no,4864.0,yes,yes,cellphone,131.0,5056.0,no
2480,35,admin.,divorced,secondary,no,8636.0,no,yes,cellphone,808.0,9331.0,yes
2481,30,management,married,Graduate,no,5931.0,no,no,cellphone,1183.0,6444.0,no
2482,62,housemaid,married,secondary,no,5565.0,no,no,cellphone,123.0,6407.0,no
2483,40,blue-collar,married,secondary,no,5271.0,yes,no,unknown,483.0,6195.0,no
2484,26,self-employed,single,Graduate,no,6153.0,no,no,cellphone,238.0,6285.0,no
2485,34,management,married,Graduate,no,4927.0,yes,no,cellphone,90.0,5755.0,no
2486,50,unknown,married,unknown,no,5558.0,no,no,cellphone,464.0,6143.0,yes
2487,31,unknown,divorced,Graduate,no,5137.0,no,no,cellphone,385.0,5358.0,no
2488,35,technician,married,secondary,no,5700.0,yes,no,unknown,240.0,5904.0,no
2489,55,retired,married,primary,no,4034.0,no,yes,cellphone,104.0,4232.0,no
2490,34,admin.,married,secondary,no,5096.0,no,no,cellphone,109.0,5360.0,no
2491,58,retired,married,primary,no,9007.0,no,no,cellphone,598.0,9816.0,no
2492,50,management,single,Graduate,no,5567.0,yes,no,unknown,274.0,5943.0,no
2493,31,technician,single,secondary,no,5040.0,no,no,cellphone,123.0,5728.0,no
2494,47,admin.,divorced,secondary,no,5136.0,no,yes,cellphone,70.0,5207.0,no
